0,1,2,3,4,5,6,7,8,9,10,11,y
1.0,1.0,1.0,21.0,0.0,3.0,1.0,2.0,0.2,0.2576,0.44,0.0,90.0
2.0,0.0,5.0,3.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.54,0.194,4.0
4.0,1.0,10.0,12.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.46,0.3284,562.0
1.0,0.0,3.0,17.0,0.0,0.0,0.0,3.0,0.34,0.303,1.0,0.2985,25.0
3.0,1.0,7.0,18.0,0.0,4.0,1.0,2.0,0.9,0.8333,0.39,0.3284,607.0
4.0,1.0,12.0,14.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.5,0.2239,204.0
4.0,0.0,10.0,2.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.1343,5.0
3.0,0.0,8.0,11.0,0.0,1.0,1.0,2.0,0.72,0.6818,0.62,0.2537,153.0
4.0,1.0,11.0,6.0,0.0,4.0,1.0,1.0,0.22,0.2727,0.69,0.0,121.0
1.0,0.0,3.0,7.0,0.0,3.0,1.0,1.0,0.22,0.2121,0.64,0.2537,110.0
4.0,0.0,12.0,16.0,0.0,6.0,0.0,1.0,0.28,0.2727,0.45,0.2239,222.0
1.0,0.0,3.0,8.0,0.0,5.0,1.0,1.0,0.28,0.2727,0.7,0.2537,259.0
4.0,0.0,10.0,18.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.4,0.1343,213.0
4.0,1.0,10.0,19.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.65,0.0,593.0
2.0,1.0,4.0,7.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.62,0.0,366.0
1.0,0.0,12.0,22.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.52,0.0,20.0
4.0,0.0,12.0,19.0,0.0,4.0,1.0,2.0,0.52,0.5,0.59,0.2836,287.0
3.0,0.0,6.0,7.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.61,0.2239,320.0
1.0,1.0,2.0,19.0,0.0,1.0,1.0,1.0,0.34,0.3333,0.25,0.1343,263.0
1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2836,31.0
3.0,1.0,9.0,20.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.61,0.1045,404.0
4.0,0.0,12.0,21.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.44,0.2239,83.0
3.0,0.0,9.0,12.0,0.0,4.0,1.0,2.0,0.72,0.6667,0.51,0.1343,229.0
4.0,0.0,12.0,6.0,0.0,4.0,1.0,1.0,0.32,0.3182,0.66,0.194,92.0
4.0,1.0,12.0,19.0,0.0,6.0,0.0,2.0,0.32,0.3485,0.81,0.0,249.0
2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.62,0.194,29.0
4.0,0.0,9.0,5.0,0.0,5.0,1.0,2.0,0.62,0.5455,0.94,0.0,22.0
3.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.44,0.4394,0.82,0.2537,89.0
1.0,1.0,2.0,18.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.28,0.1642,449.0
4.0,0.0,11.0,8.0,0.0,2.0,1.0,1.0,0.32,0.3333,0.93,0.1045,466.0
4.0,1.0,11.0,0.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.37,0.4179,42.0
4.0,0.0,11.0,20.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.58,0.0896,95.0
3.0,1.0,7.0,14.0,0.0,1.0,1.0,1.0,0.86,0.7576,0.34,0.2239,230.0
2.0,1.0,5.0,17.0,0.0,4.0,1.0,1.0,0.76,0.6667,0.31,0.1642,827.0
1.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,0.34,0.3182,0.0,0.2537,3.0
2.0,0.0,6.0,6.0,0.0,1.0,1.0,3.0,0.6,0.5758,0.78,0.1343,26.0
3.0,0.0,6.0,8.0,0.0,4.0,1.0,1.0,0.68,0.6364,0.47,0.2239,555.0
2.0,1.0,5.0,7.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.73,0.3881,474.0
2.0,1.0,4.0,16.0,0.0,6.0,0.0,2.0,0.64,0.6212,0.27,0.3582,582.0
3.0,1.0,7.0,9.0,0.0,6.0,0.0,1.0,0.78,0.7424,0.59,0.1045,337.0
4.0,1.0,10.0,15.0,0.0,3.0,1.0,2.0,0.58,0.5455,0.43,0.2239,301.0
1.0,1.0,1.0,12.0,0.0,4.0,1.0,2.0,0.34,0.3333,0.81,0.1343,165.0
1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.59,0.1343,31.0
1.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,0.32,0.3182,0.93,0.1642,1.0
2.0,1.0,3.0,1.0,0.0,4.0,1.0,1.0,0.52,0.5,0.83,0.0896,30.0
3.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,0.58,0.5455,0.88,0.1045,20.0
2.0,0.0,4.0,6.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.2836,58.0
1.0,1.0,1.0,20.0,0.0,4.0,1.0,1.0,0.26,0.2121,0.52,0.4478,191.0
3.0,1.0,7.0,18.0,0.0,1.0,1.0,1.0,0.76,0.6818,0.48,0.1343,872.0
3.0,0.0,8.0,7.0,0.0,5.0,1.0,2.0,0.66,0.6061,0.83,0.0896,263.0
4.0,0.0,11.0,10.0,0.0,0.0,0.0,1.0,0.36,0.3636,0.66,0.0896,262.0
3.0,1.0,8.0,16.0,0.0,2.0,1.0,1.0,0.82,0.7424,0.43,0.2239,458.0
2.0,1.0,5.0,22.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.73,0.1642,157.0
2.0,1.0,4.0,10.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.63,0.0896,189.0
4.0,1.0,12.0,7.0,0.0,5.0,1.0,1.0,0.2,0.2121,0.72,0.1045,308.0
3.0,1.0,7.0,17.0,0.0,6.0,0.0,3.0,0.6,0.5455,0.88,0.1642,241.0
3.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,0.7,0.6515,0.61,0.6119,142.0
2.0,1.0,3.0,12.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.42,0.4925,292.0
3.0,0.0,7.0,7.0,0.0,5.0,1.0,2.0,0.74,0.7121,0.79,0.0896,254.0
2.0,1.0,4.0,19.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.4,0.3582,384.0
3.0,1.0,6.0,12.0,0.0,5.0,1.0,1.0,0.84,0.7879,0.49,0.1343,254.0
1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.3,0.2879,0.36,0.2836,48.0
2.0,0.0,6.0,21.0,0.0,4.0,1.0,3.0,0.62,0.5758,0.83,0.2537,188.0
3.0,0.0,6.0,2.0,0.0,1.0,1.0,3.0,0.62,0.5909,0.78,0.1343,6.0
2.0,0.0,4.0,21.0,0.0,6.0,0.0,1.0,0.32,0.303,0.61,0.2537,77.0
4.0,1.0,10.0,13.0,0.0,6.0,0.0,2.0,0.64,0.6212,0.57,0.5224,710.0
4.0,0.0,9.0,7.0,0.0,1.0,1.0,2.0,0.62,0.5455,0.94,0.0,332.0
2.0,1.0,5.0,21.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.73,0.194,203.0
3.0,0.0,6.0,9.0,0.0,1.0,1.0,2.0,0.72,0.6667,0.54,0.0,187.0
2.0,0.0,3.0,2.0,0.0,4.0,1.0,2.0,0.3,0.2879,1.0,0.2537,6.0
2.0,0.0,4.0,14.0,0.0,5.0,1.0,3.0,0.34,0.3182,0.87,0.2239,15.0
3.0,0.0,7.0,19.0,0.0,2.0,1.0,1.0,0.82,0.7424,0.43,0.2985,398.0
3.0,0.0,7.0,12.0,0.0,5.0,1.0,1.0,0.94,0.9545,0.48,0.1642,115.0
4.0,1.0,11.0,23.0,0.0,1.0,1.0,2.0,0.32,0.3333,0.66,0.1045,65.0
2.0,1.0,5.0,11.0,0.0,3.0,1.0,1.0,0.64,0.6061,0.73,0.0,197.0
2.0,0.0,4.0,6.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.58,0.2836,46.0
2.0,0.0,5.0,5.0,0.0,4.0,1.0,2.0,0.6,0.5455,0.88,0.0896,27.0
2.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,0.52,0.5,0.72,0.194,236.0
3.0,0.0,8.0,18.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.47,0.2537,547.0
3.0,1.0,6.0,21.0,0.0,1.0,1.0,1.0,0.68,0.6212,0.3,0.3284,331.0
4.0,0.0,12.0,2.0,0.0,5.0,1.0,1.0,0.48,0.4697,0.77,0.1045,23.0
3.0,0.0,7.0,15.0,1.0,1.0,0.0,1.0,0.82,0.7424,0.43,0.0896,408.0
2.0,1.0,5.0,14.0,0.0,3.0,1.0,2.0,0.64,0.6212,0.53,0.2537,243.0
1.0,0.0,1.0,3.0,0.0,6.0,0.0,3.0,0.18,0.197,0.55,0.1642,7.0
2.0,1.0,5.0,19.0,0.0,6.0,0.0,2.0,0.74,0.697,0.66,0.2239,373.0
1.0,1.0,1.0,18.0,0.0,3.0,1.0,2.0,0.2,0.2121,0.37,0.1343,289.0
2.0,1.0,5.0,18.0,0.0,1.0,1.0,2.0,0.6,0.6212,0.53,0.3582,680.0
2.0,1.0,5.0,15.0,0.0,2.0,1.0,1.0,0.82,0.7727,0.49,0.3881,256.0
1.0,0.0,3.0,9.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.37,0.2836,145.0
2.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,0.26,0.2727,0.6,0.1343,4.0
1.0,0.0,1.0,9.0,0.0,6.0,0.0,1.0,0.18,0.2121,0.59,0.0896,34.0
1.0,0.0,12.0,10.0,0.0,4.0,1.0,2.0,0.4,0.4091,0.82,0.0896,141.0
1.0,0.0,2.0,6.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.72,0.1642,50.0
3.0,0.0,6.0,6.0,0.0,4.0,1.0,1.0,0.6,0.6061,0.64,0.2537,123.0
1.0,1.0,2.0,15.0,0.0,4.0,1.0,1.0,0.32,0.303,0.36,0.2985,134.0
1.0,0.0,2.0,1.0,0.0,4.0,1.0,3.0,0.14,0.1515,0.8,0.1343,7.0
1.0,0.0,2.0,4.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.15,0.3284,3.0
4.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.82,0.1343,13.0
2.0,1.0,6.0,12.0,0.0,1.0,1.0,3.0,0.56,0.5303,0.78,0.1343,168.0
3.0,1.0,8.0,0.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.69,0.0,47.0
1.0,1.0,3.0,12.0,0.0,4.0,1.0,2.0,0.62,0.6212,0.5,0.1343,265.0
1.0,1.0,3.0,2.0,0.0,6.0,0.0,3.0,0.36,0.3636,0.93,0.0896,38.0
4.0,1.0,9.0,0.0,0.0,3.0,1.0,1.0,0.58,0.5455,0.64,0.2985,40.0
3.0,1.0,6.0,17.0,0.0,5.0,1.0,2.0,0.82,0.7273,0.38,0.1642,646.0
1.0,0.0,1.0,18.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.55,0.2537,92.0
4.0,1.0,10.0,17.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.38,0.1642,528.0
3.0,1.0,6.0,21.0,0.0,4.0,1.0,1.0,0.76,0.697,0.55,0.194,398.0
3.0,0.0,8.0,1.0,0.0,6.0,0.0,2.0,0.68,0.6364,0.57,0.0896,77.0
4.0,0.0,11.0,8.0,0.0,1.0,1.0,2.0,0.3,0.3182,1.0,0.0896,410.0
4.0,0.0,11.0,17.0,0.0,0.0,0.0,2.0,0.52,0.5,0.63,0.194,203.0
4.0,0.0,10.0,14.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.49,0.194,166.0
2.0,0.0,6.0,17.0,0.0,5.0,1.0,3.0,0.76,0.6818,0.4,0.194,552.0
2.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.2239,7.0
3.0,1.0,8.0,17.0,0.0,0.0,0.0,1.0,0.8,0.697,0.33,0.0,505.0
3.0,0.0,7.0,12.0,0.0,0.0,0.0,1.0,0.9,0.7727,0.25,0.194,338.0
4.0,1.0,10.0,21.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.58,0.194,204.0
1.0,0.0,1.0,13.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.62,0.2836,78.0
3.0,1.0,7.0,19.0,0.0,1.0,1.0,1.0,0.82,0.7727,0.52,0.1642,665.0
3.0,1.0,9.0,14.0,0.0,0.0,0.0,3.0,0.72,0.697,0.79,0.0896,457.0
3.0,1.0,9.0,22.0,0.0,2.0,1.0,3.0,0.58,0.5455,0.83,0.4627,151.0
2.0,0.0,6.0,3.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.69,0.1642,6.0
3.0,0.0,9.0,18.0,0.0,6.0,0.0,1.0,0.72,0.6818,0.7,0.1642,339.0
4.0,0.0,12.0,16.0,0.0,0.0,0.0,1.0,0.3,0.3333,0.26,0.0,206.0
4.0,1.0,12.0,9.0,0.0,2.0,1.0,1.0,0.34,0.303,0.61,0.3881,334.0
3.0,0.0,7.0,3.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.65,0.1642,10.0
4.0,1.0,10.0,9.0,0.0,5.0,1.0,2.0,0.54,0.5152,0.88,0.1343,403.0
3.0,0.0,7.0,16.0,0.0,0.0,0.0,1.0,0.84,0.803,0.53,0.2985,414.0
1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.47,0.2239,33.0
1.0,1.0,12.0,12.0,0.0,3.0,1.0,3.0,0.22,0.197,0.87,0.3284,10.0
3.0,1.0,7.0,11.0,0.0,6.0,0.0,1.0,0.94,0.8788,0.38,0.194,367.0
1.0,0.0,1.0,5.0,0.0,4.0,1.0,1.0,0.24,0.2273,0.6,0.2239,6.0
4.0,0.0,11.0,20.0,0.0,4.0,1.0,2.0,0.36,0.3333,0.62,0.2836,168.0
1.0,1.0,1.0,17.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.4478,462.0
4.0,1.0,11.0,16.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.39,0.2239,228.0
3.0,0.0,8.0,17.0,0.0,6.0,0.0,3.0,0.64,0.5758,0.89,0.8358,16.0
1.0,1.0,3.0,21.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.39,0.2239,110.0
2.0,1.0,5.0,14.0,0.0,0.0,0.0,2.0,0.6,0.6061,0.64,0.1045,518.0
1.0,0.0,12.0,11.0,0.0,3.0,1.0,1.0,0.36,0.3333,0.46,0.3582,111.0
3.0,1.0,8.0,7.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.69,0.2239,464.0
2.0,1.0,6.0,23.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.56,0.0896,113.0
3.0,1.0,8.0,8.0,0.0,5.0,1.0,1.0,0.68,0.2424,0.65,0.1343,668.0
3.0,1.0,8.0,3.0,0.0,1.0,1.0,3.0,0.72,0.697,0.79,0.0896,5.0
2.0,0.0,4.0,13.0,0.0,5.0,1.0,1.0,0.36,0.3333,0.5,0.3582,110.0
1.0,1.0,2.0,2.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.7,0.0896,44.0
4.0,0.0,10.0,2.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.87,0.1045,7.0
1.0,0.0,1.0,13.0,0.0,1.0,1.0,1.0,0.24,0.2121,0.35,0.2836,61.0
2.0,1.0,4.0,15.0,0.0,1.0,1.0,2.0,0.52,0.5,0.55,0.1045,231.0
4.0,0.0,11.0,18.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.63,0.1642,155.0
1.0,0.0,3.0,21.0,0.0,0.0,0.0,2.0,0.34,0.3182,0.53,0.2836,49.0
2.0,1.0,5.0,19.0,0.0,6.0,0.0,2.0,0.62,0.5909,0.73,0.3284,405.0
2.0,1.0,5.0,13.0,0.0,5.0,1.0,1.0,0.6,0.6061,0.26,0.3881,363.0
2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.26,0.2727,0.7,0.1343,24.0
2.0,0.0,3.0,19.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.31,0.2239,103.0
3.0,1.0,6.0,8.0,0.0,0.0,0.0,1.0,0.7,0.6515,0.58,0.0,141.0
3.0,0.0,8.0,16.0,0.0,2.0,1.0,1.0,0.72,0.6515,0.32,0.1343,444.0
2.0,0.0,3.0,16.0,0.0,3.0,1.0,3.0,0.28,0.2727,0.87,0.2537,36.0
3.0,1.0,9.0,2.0,0.0,3.0,1.0,1.0,0.7,0.6667,0.84,0.194,9.0
2.0,0.0,4.0,20.0,0.0,2.0,1.0,2.0,0.42,0.4242,0.82,0.2836,103.0
4.0,0.0,9.0,17.0,0.0,2.0,1.0,2.0,0.66,0.5909,0.89,0.194,530.0
4.0,0.0,10.0,19.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.51,0.3582,298.0
4.0,1.0,10.0,10.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.54,0.0,260.0
3.0,1.0,8.0,16.0,0.0,0.0,0.0,2.0,0.66,0.6212,0.65,0.0,356.0
2.0,1.0,6.0,10.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.46,0.0896,203.0
2.0,1.0,5.0,14.0,0.0,1.0,1.0,3.0,0.6,0.5606,0.83,0.194,180.0
1.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,0.14,0.1212,0.5,0.2985,31.0
4.0,0.0,10.0,8.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.87,0.1343,88.0
1.0,1.0,1.0,20.0,0.0,6.0,0.0,1.0,0.2,0.197,0.44,0.2537,103.0
4.0,1.0,11.0,6.0,0.0,2.0,1.0,1.0,0.22,0.2273,0.69,0.1343,149.0
3.0,1.0,7.0,12.0,0.0,6.0,0.0,2.0,0.74,0.697,0.66,0.0896,499.0
4.0,0.0,12.0,9.0,0.0,3.0,1.0,2.0,0.3,0.3333,0.61,0.0,239.0
1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.26,0.2879,0.65,0.0896,9.0
2.0,1.0,5.0,17.0,0.0,5.0,1.0,1.0,0.76,0.7121,0.62,0.2836,653.0
3.0,0.0,7.0,19.0,0.0,4.0,1.0,1.0,0.82,0.803,0.59,0.194,322.0
1.0,0.0,1.0,10.0,0.0,2.0,1.0,2.0,0.22,0.2424,0.6,0.1045,55.0
1.0,0.0,2.0,20.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.43,0.194,118.0
4.0,0.0,10.0,6.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.82,0.1045,112.0
4.0,1.0,10.0,2.0,0.0,3.0,1.0,2.0,0.62,0.5455,0.94,0.0,9.0
3.0,1.0,7.0,9.0,0.0,1.0,1.0,1.0,0.76,0.7121,0.62,0.1642,348.0
2.0,0.0,5.0,11.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.6,0.2239,179.0
2.0,0.0,6.0,9.0,0.0,4.0,1.0,2.0,0.62,0.6061,0.65,0.194,261.0
1.0,1.0,2.0,8.0,0.0,5.0,1.0,1.0,0.2,0.2121,0.59,0.1642,448.0
3.0,0.0,9.0,20.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.73,0.1045,226.0
1.0,1.0,1.0,19.0,0.0,2.0,1.0,1.0,0.12,0.0909,0.28,0.4179,156.0
4.0,0.0,11.0,0.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.56,0.194,53.0
2.0,0.0,4.0,4.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.94,0.2239,6.0
4.0,0.0,10.0,6.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.71,0.1642,85.0
3.0,1.0,8.0,12.0,0.0,2.0,1.0,2.0,0.8,0.7576,0.55,0.1343,283.0
4.0,0.0,9.0,6.0,0.0,2.0,1.0,2.0,0.62,0.5455,0.94,0.1045,124.0
3.0,1.0,9.0,12.0,0.0,5.0,1.0,1.0,0.78,0.7424,0.59,0.1642,323.0
3.0,1.0,9.0,21.0,0.0,0.0,0.0,1.0,0.7,0.6515,0.7,0.1642,171.0
3.0,1.0,8.0,18.0,0.0,4.0,1.0,1.0,0.8,0.7121,0.38,0.1343,853.0
1.0,0.0,2.0,23.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.51,0.1343,32.0
1.0,1.0,3.0,10.0,0.0,1.0,1.0,1.0,0.52,0.5,0.72,0.1343,184.0
4.0,1.0,12.0,15.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.56,0.0,268.0
4.0,0.0,12.0,0.0,0.0,4.0,1.0,1.0,0.28,0.2576,0.52,0.3284,20.0
3.0,0.0,9.0,10.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.64,0.1343,105.0
4.0,1.0,9.0,10.0,0.0,3.0,1.0,1.0,0.6,0.5909,0.73,0.2836,185.0
4.0,1.0,11.0,4.0,0.0,0.0,0.0,1.0,0.22,0.2727,0.44,0.0,2.0
2.0,1.0,5.0,0.0,0.0,3.0,1.0,3.0,0.64,0.5758,0.89,0.1045,36.0
2.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,0.6,0.5455,0.88,0.0,53.0
3.0,1.0,9.0,23.0,0.0,3.0,1.0,1.0,0.7,0.6667,0.84,0.0896,150.0
4.0,0.0,10.0,11.0,0.0,2.0,1.0,2.0,0.6,0.6212,0.49,0.1045,147.0
2.0,0.0,6.0,16.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.58,0.1642,299.0
4.0,1.0,10.0,9.0,0.0,3.0,1.0,2.0,0.62,0.5758,0.83,0.194,362.0
1.0,1.0,2.0,5.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.5,0.1642,18.0
3.0,1.0,8.0,13.0,0.0,4.0,1.0,1.0,0.86,0.7879,0.44,0.2239,310.0
3.0,0.0,6.0,12.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.74,0.1642,189.0
3.0,1.0,7.0,4.0,0.0,5.0,1.0,1.0,0.74,0.697,0.66,0.2239,6.0
1.0,0.0,3.0,6.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.75,0.2537,4.0
4.0,1.0,11.0,10.0,0.0,1.0,1.0,1.0,0.32,0.3485,0.49,0.0,147.0
4.0,1.0,11.0,16.0,0.0,3.0,1.0,1.0,0.36,0.3333,0.29,0.2537,325.0
4.0,1.0,12.0,17.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.47,0.4478,572.0
1.0,1.0,2.0,5.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.82,0.0,19.0
2.0,0.0,4.0,16.0,0.0,2.0,1.0,2.0,0.48,0.4697,0.77,0.3881,99.0
3.0,1.0,9.0,10.0,0.0,2.0,1.0,1.0,0.62,0.6212,0.38,0.0,196.0
2.0,1.0,5.0,7.0,0.0,3.0,1.0,2.0,0.54,0.5152,0.88,0.194,358.0
4.0,0.0,10.0,4.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.94,0.1045,4.0
2.0,0.0,4.0,22.0,0.0,2.0,1.0,2.0,0.6,0.5606,0.83,0.194,148.0
3.0,0.0,8.0,5.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.65,0.0896,30.0
1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.26,0.2879,0.87,0.0896,11.0
2.0,1.0,4.0,14.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.28,0.5522,218.0
4.0,1.0,11.0,10.0,0.0,2.0,1.0,3.0,0.32,0.3182,0.81,0.194,57.0
3.0,0.0,8.0,8.0,0.0,2.0,1.0,1.0,0.74,0.697,0.66,0.0,392.0
1.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.24,0.2576,0.65,0.1045,23.0
4.0,0.0,12.0,12.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.54,0.1343,175.0
1.0,0.0,2.0,18.0,0.0,4.0,1.0,2.0,0.54,0.5152,0.42,0.2836,222.0
1.0,0.0,1.0,18.0,0.0,1.0,1.0,1.0,0.2,0.197,0.4,0.2239,155.0
1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.52,0.194,26.0
4.0,0.0,11.0,0.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.94,0.0,31.0
2.0,0.0,4.0,1.0,0.0,6.0,0.0,2.0,0.36,0.3333,0.87,0.2836,33.0
3.0,0.0,8.0,18.0,0.0,5.0,1.0,1.0,0.76,0.7121,0.58,0.5224,425.0
4.0,1.0,10.0,22.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.88,0.2537,215.0
2.0,1.0,4.0,23.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.3,0.2836,113.0
1.0,1.0,2.0,9.0,0.0,6.0,0.0,3.0,0.22,0.197,0.75,0.3284,122.0
3.0,1.0,7.0,15.0,0.0,3.0,1.0,3.0,0.92,0.8485,0.35,0.3582,194.0
3.0,1.0,7.0,0.0,0.0,1.0,1.0,2.0,0.68,0.6364,0.89,0.0896,39.0
3.0,1.0,6.0,17.0,0.0,0.0,0.0,1.0,0.84,0.7273,0.32,0.2537,532.0
2.0,0.0,5.0,6.0,1.0,1.0,0.0,2.0,0.64,0.5606,0.94,0.0896,16.0
3.0,0.0,8.0,23.0,0.0,2.0,1.0,1.0,0.76,0.6818,0.48,0.2836,75.0
3.0,1.0,9.0,14.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.38,0.2537,286.0
2.0,0.0,5.0,17.0,0.0,6.0,0.0,2.0,0.72,0.6515,0.42,0.1642,444.0
2.0,0.0,5.0,22.0,0.0,2.0,1.0,1.0,0.52,0.5,0.55,0.1045,150.0
1.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.22,0.2121,0.69,0.2239,5.0
4.0,0.0,11.0,16.0,0.0,4.0,1.0,1.0,0.32,0.2879,0.39,0.4179,195.0
2.0,0.0,3.0,9.0,0.0,6.0,0.0,1.0,0.24,0.2424,0.41,0.1343,100.0
3.0,0.0,9.0,10.0,0.0,5.0,1.0,2.0,0.64,0.6061,0.76,0.1642,140.0
4.0,0.0,11.0,8.0,0.0,3.0,1.0,3.0,0.46,0.4545,0.94,0.0,232.0
1.0,1.0,1.0,19.0,1.0,1.0,0.0,1.0,0.24,0.2273,0.38,0.2239,93.0
2.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.62,0.5606,0.88,0.1343,104.0
3.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.79,0.1045,28.0
4.0,1.0,11.0,8.0,0.0,0.0,0.0,1.0,0.3,0.303,0.56,0.1343,149.0
4.0,0.0,12.0,18.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.77,0.0,399.0
3.0,0.0,7.0,3.0,0.0,6.0,0.0,1.0,0.78,0.7576,0.66,0.0896,22.0
3.0,1.0,8.0,3.0,0.0,0.0,0.0,2.0,0.62,0.6061,0.61,0.1642,55.0
1.0,1.0,1.0,12.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.1642,180.0
1.0,0.0,12.0,16.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.5,0.2985,181.0
4.0,1.0,10.0,6.0,0.0,2.0,1.0,3.0,0.58,0.5455,0.83,0.1045,179.0
1.0,0.0,1.0,16.0,0.0,3.0,1.0,4.0,0.22,0.197,0.93,0.3284,36.0
1.0,0.0,3.0,14.0,0.0,4.0,1.0,3.0,0.44,0.4394,0.0,0.2985,12.0
2.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.83,0.2239,16.0
