"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.5475,0.5841,0.9069,0.1487,0.8893,0.6443,0.3037,0.4025,0.0857
0.2931,0.9895,0.5623,0.7137,0.1765,0.2519,0.2927,0.0619,0.9257
0.0137,0.5927,0.0389,0.6403,0.0277,0.7277,0.5545,0.8617,0.6023
0.5155,0.7133,0.3367,0.4481,0.2297,0.1303,0.9715,0.9731,0.3829
0.3525,0.2391,0.9053,0.4773,0.4755,0.3735,0.8123,0.1999,0.9151
0.9941,0.8363,0.2147,0.8703,0.3795,0.7359,0.3139,0.1711,0.4123
0.0453,0.2679,0.4271,0.3175,0.3375,0.4399,0.9401,0.3717,0.1763
0.1055,0.0699,0.4065,0.8029,0.3455,0.2511,0.0913,0.5363,0.3757
0.6731,0.5139,0.5125,0.4381,0.6661,0.5365,0.9613,0.9627,0.6889
0.4363,0.7611,0.8409,0.3823,0.4121,0.8871,0.0369,0.3933,0.7303
0.5169,0.5705,0.5315,0.8337,0.4429,0.1067,0.4627,0.5421,0.7759
0.9839,0.4321,0.8227,0.2523,0.8791,0.7947,0.1143,0.8141,0.1469
0.9223,0.6947,0.8143,0.3607,0.5627,0.2005,0.4183,0.1611,0.8491
0.4297,0.7387,0.8607,0.8389,0.2407,0.2289,0.7547,0.2743,0.6391
0.0693,0.8401,0.5967,0.0301,0.7551,0.1645,0.1751,0.4341,0.1883
0.7545,0.1767,0.4729,0.0451,0.5127,0.3741,0.1517,0.2283,0.1579
0.7011,0.5223,0.5187,0.3905,0.4335,0.0737,0.4955,0.4737,0.1529
0.9619,0.4593,0.3845,0.0243,0.3549,0.4293,0.2099,0.2357,0.5423
0.4285,0.5679,0.1509,0.5877,0.2087,0.0909,0.3131,0.4545,0.0255
0.4549,0.9563,0.1099,0.2161,0.3483,0.2773,0.9445,0.0393,0.3459
0.8937,0.7445,0.0927,0.8187,0.4221,0.9691,0.4673,0.8509,0.5119
0.8999,0.3513,0.0851,0.4347,0.5315,0.4305,0.7037,0.5855,0.4213
0.1075,0.5003,0.3889,0.2169,0.4565,0.4943,0.5361,0.7103,0.6031
0.9453,0.7275,0.6121,0.7039,0.5151,0.8191,0.1203,0.7433,0.1317
0.8751,0.0645,0.9425,0.9551,0.4389,0.0469,0.2653,0.7169,0.8905
0.4941,0.6461,0.0593,0.8137,0.3135,0.5579,0.1385,0.4033,0.7131
0.2525,0.5149,0.5795,0.1219,0.3091,0.4813,0.2955,0.3997,0.3861
0.5587,0.1745,0.3957,0.3795,0.5521,0.6567,0.3927,0.1987,0.9227
0.5513,0.2759,0.9193,0.8747,0.3363,0.6129,0.3703,0.6207,0.0071
0.3895,0.8693,0.8953,0.7401,0.9063,0.8857,0.1869,0.5963,0.3529
0.3025,0.5497,0.2235,0.6183,0.8491,0.2377,0.1941,0.8567,0.7509
0.1543,0.1471,0.8123,0.2091,0.4311,0.9431,0.6413,0.3837,0.4921
0.7687,0.4139,0.4943,0.4937,0.4863,0.1049,0.8903,0.1417,0.6089
0.1681,0.7129,0.7451,0.7639,0.6249,0.4633,0.2451,0.2635,0.8889
0.1531,0.3183,0.7467,0.3227,0.6427,0.1447,0.8999,0.4853,0.0633
0.4237,0.0185,0.0079,0.0275,0.3289,0.1509,0.9327,0.7539,0.0297
0.7835,9e-04,0.8685,0.5917,0.7461,0.6257,0.7501,0.8051,0.8951
0.7607,0.2287,0.3799,0.5431,0.1905,0.6647,0.6525,0.0303,0.0923
0.8201,0.1311,0.6305,0.9131,0.4493,0.4737,0.0933,0.6107,0.4159
0.5147,0.7945,0.1105,0.4743,0.0039,0.2547,0.7751,0.2385,0.0515
0.4897,0.5081,0.6263,0.6689,0.7259,0.2439,0.2675,0.4463,0.5809
0.9633,0.0731,0.2863,0.4531,0.3171,0.4197,0.4543,0.7051,0.3545
0.8311,0.2697,0.7983,0.8229,0.7039,0.4781,0.3193,0.3711,0.4191
0.9297,0.0727,0.9801,0.0161,0.7879,0.5907,0.2045,0.5703,0.4069
0.8147,0.7695,0.7259,0.2569,0.0045,0.3095,0.7383,0.1767,0.8931
0.8239,0.5233,0.6047,0.8259,0.6933,0.5357,0.9649,0.3207,0.9655
0.9733,0.6353,0.3877,0.2333,0.3733,0.6683,0.8943,0.9987,0.7851
0.4025,0.4583,0.5427,0.1327,0.4935,0.0717,0.2959,0.4613,0.6877
0.8485,0.5117,0.7703,0.4379,0.3865,0.6533,0.8511,0.4633,0.2181
0.7295,0.6919,0.3049,0.9355,0.7961,0.6779,0.1319,0.1267,0.1125
0.5557,0.2651,0.9281,0.1923,0.2433,0.1481,0.3179,0.9631,0.5941
0.6151,0.9003,0.7695,0.1643,0.9783,0.1415,0.9811,0.3881,0.4643
0.3431,0.6199,0.8669,0.9925,0.7921,0.0777,0.1511,0.8721,0.7479
0.0071,0.7223,0.1773,0.7049,0.6369,0.0221,0.2597,0.4549,0.9697
0.3887,0.3747,0.9957,0.9911,0.9839,0.0903,0.8765,0.2887,0.8325
0.0337,0.0799,0.1351,0.0229,0.0595,0.3025,0.4663,0.7465,0.1273
0.2333,0.7827,0.6649,0.7753,0.6639,0.1711,0.3387,0.4045,0.9287
0.2769,0.3683,0.7829,0.8005,0.5531,0.3129,0.4117,0.6211,0.8685
0.9133,0.4291,0.8265,0.0123,0.1865,0.9787,0.5743,0.4757,0.7899
0.2959,0.3543,0.2619,0.1733,0.5635,0.1839,0.5541,0.6861,0.5101
0.8283,0.2907,0.9307,0.1797,0.6439,0.9447,0.5355,0.1469,0.8867
0.3073,0.2557,0.1345,0.8065,0.7195,0.9021,0.6353,0.8099,0.9297
0.2765,0.8887,0.8377,0.9797,0.6537,0.8113,0.2605,0.9417,0.5265
0.5949,0.5503,0.6077,0.5089,0.6151,0.2325,0.3939,0.5379,0.3751
0.0509,0.1087,0.2465,0.3891,0.6177,0.5563,0.0355,0.0911,0.8419
0.0365,0.6977,0.2735,0.8997,0.8389,0.9529,0.6743,0.9271,0.3781
0.7097,0.3427,0.4841,0.1541,0.0969,0.7455,0.3699,0.8907,0.4687
0.0147,0.6173,0.3685,0.0789,0.9555,0.0721,0.1905,0.8713,0.7109
0.9961,0.1647,0.0951,0.0793,0.2915,0.6563,0.7365,0.9157,0.4085
0.9507,0.0725,0.0719,0.9937,0.5385,0.1233,0.4291,0.1563,0.9121
0.8973,0.0851,0.1859,0.5569,0.3169,0.6549,0.0829,0.0713,0.9417
0.9491,0.6657,0.8711,0.8053,0.6379,0.8559,0.1667,0.2491,0.5567
0.7603,0.5907,0.9987,0.5759,0.2853,0.3979,0.7409,0.0887,0.0975
0.2407,0.6377,0.9197,0.8147,0.8709,0.2437,0.1261,0.6431,0.6019
0.7157,0.1679,0.2729,0.2843,0.0675,0.2469,0.1049,0.1225,0.0195
0.6389,0.1329,0.7753,0.9497,0.0827,0.4657,0.2903,0.2539,0.1419
0.1705,0.0835,0.2933,0.4793,0.1687,0.9719,0.1847,0.8253,0.1031
0.3885,0.4959,0.9445,0.8155,0.8855,0.5083,0.6425,0.2483,0.9261
0.7855,0.0671,0.7453,0.9275,0.6623,0.2441,0.6281,0.5869,0.9777
0.6579,0.3259,0.2781,0.7263,0.3039,0.0321,0.0209,0.2349,0.6743
0.9169,0.6527,0.0209,0.2353,0.6929,0.3423,0.9259,0.5653,0.3879
0.6477,0.4949,0.4831,0.2681,0.7243,0.4517,0.2703,0.3413,0.4051
0.2739,0.3967,0.0677,0.6027,0.3617,0.1653,0.3793,0.8193,0.0639
0.2095,0.3889,0.4911,0.6371,0.9805,0.1875,0.6147,0.5051,0.0465
0.3605,0.4331,0.1267,0.6757,0.8615,0.1349,0.7715,0.3719,0.8001
0.8357,0.6051,0.8347,0.6377,0.9117,0.4433,0.8151,0.8855,0.3943
0.3599,0.1839,0.5197,0.8933,0.1815,0.2855,0.3573,0.2405,0.1369
0.9243,0.5217,0.9255,0.6029,0.0159,0.4795,0.8867,0.5539,0.7925
0.4325,0.8373,0.4025,0.8363,0.2969,0.1835,0.2123,0.8267,0.2843
0.6991,0.8183,0.9659,0.4111,0.1119,0.0653,0.4729,0.9389,0.0581
0.5441,0.6087,0.1555,0.7575,0.7307,0.0855,0.7981,0.0445,0.6631
0.2233,0.1351,0.6797,0.1041,0.3835,0.2737,0.1393,0.5179,0.9023
0.3883,0.5815,0.6081,0.0609,0.7377,0.7791,0.3479,0.0397,0.2839
0.4827,0.4635,0.3773,0.6225,0.8805,0.5573,0.5995,0.7173,0.0445
0.8291,0.7507,0.5291,0.8325,0.3659,0.8455,0.2097,0.6837,0.3735
0.3453,0.1469,0.2717,0.5963,0.0173,0.1965,0.8111,0.0301,0.9625
0.1863,0.7913,0.4033,0.6329,0.0741,0.8665,0.6025,0.5043,0.4491
0.2871,0.8309,0.4767,0.5369,0.7607,0.9945,0.4853,0.1803,0.1781
0.0409,0.3099,0.0797,0.2063,0.1781,0.5877,0.6659,0.9785,0.3029
0.1175,0.5717,0.5945,0.6311,0.9545,0.1871,0.6389,0.1561,0.4409
0.0621,0.9205,0.1115,0.0381,0.0825,0.4817,0.9775,0.2423,0.8255
0.3673,0.1057,0.7221,0.1995,0.6631,0.2501,0.0915,0.4149,0.4117
0.8757,0.9451,0.8759,0.9947,0.1975,0.4419,0.9713,0.5579,0.6805
0.3689,0.1111,0.3655,0.4871,0.1745,0.9717,0.5837,0.6029,0.5549
0.9415,0.7161,0.6167,0.7893,0.3961,0.7703,0.2781,0.0395,0.8371
0.4709,0.3979,0.0907,0.8549,0.5565,0.8017,0.7131,0.7163,0.0531
0.1623,0.8409,0.7791,0.4567,0.7337,0.1065,0.0757,0.0315,0.2429
0.3399,0.5123,0.3203,0.4465,0.8313,0.4187,0.1101,0.1647,0.8765
0.6955,0.8185,0.8973,0.2917,0.7509,0.4613,0.1175,0.4641,0.4835
0.4159,0.4721,0.9243,0.7883,0.3131,0.7427,0.7321,0.3203,0.0425
0.7327,0.0653,0.5015,0.9691,0.8201,0.0329,0.1355,0.0625,0.5481
0.3293,0.4161,0.6093,0.3039,0.2783,0.0975,0.7279,0.5805,0.7141
0.4927,0.3729,0.3159,0.5513,0.9099,0.8279,0.4485,0.8945,0.0365
0.0103,0.6013,0.4387,0.3571,0.8555,0.7053,0.2641,0.7795,0.1915
0.0709,0.2109,0.3433,0.6175,0.1401,0.0927,0.4499,0.2411,0.6361
0.1769,0.6127,0.6309,0.3825,0.7157,0.5435,0.2967,0.6451,0.0043
0.9065,0.1457,0.4953,0.1265,0.2055,0.7275,0.9413,0.8615,0.3977
0.3439,0.9991,0.8665,0.3789,0.1009,0.6943,0.8917,0.0027,0.8763
0.7403,0.2259,0.2651,0.8387,0.1195,0.7609,0.3787,0.5247,0.0339
0.1501,0.4111,0.8531,0.5821,0.9797,0.5753,0.8701,0.3409,0.3649
0.9947,0.9977,0.5639,0.7117,0.2787,0.0649,0.1489,0.4591,0.4795
0.7649,0.1657,0.5157,0.4197,0.1277,0.2675,0.1281,0.0515,0.2003
0.9983,0.0403,0.8525,0.0521,0.0981,0.1327,0.1473,0.3683,0.8469
0.4359,0.3883,0.1717,0.9399,0.9073,0.0825,0.9701,0.7391,0.5027
0.4287,0.2013,0.4565,0.0417,0.2341,0.6819,0.8755,0.2409,0.9623
0.3727,0.2857,0.9969,0.5059,0.9007,0.8693,0.6103,0.0131,0.2373
0.3203,0.5245,0.7465,0.9225,0.9159,0.3021,0.5971,0.2537,0.4825
0.0295,0.8787,0.6781,0.7029,0.0547,0.2765,0.3389,0.2819,0.3437
0.6847,0.4783,0.3735,0.6605,0.1839,0.8755,0.8143,0.9489,0.9709
0.2591,0.9957,0.4713,0.2227,0.1147,0.5109,0.3013,0.1901,0.4327
0.2431,0.3271,0.8867,0.2459,0.1787,0.5211,0.1223,0.5917,0.5573
0.5731,0.9369,0.6335,0.9769,0.9991,0.5413,0.6787,0.1891,0.7923
0.8947,0.2771,0.8263,0.0575,0.2903,0.1137,0.2619,0.8533,0.3231
0.9547,0.3653,0.3539,0.5223,0.4073,0.4327,0.9897,0.7271,0.0785
0.9565,0.1117,0.6965,0.2653,0.5485,0.5691,0.1419,0.7739,0.4451
0.2733,0.6621,0.9725,0.6895,0.0447,0.8491,0.4071,0.7251,0.8481
0.1687,0.9351,0.3209,0.9655,0.1857,0.1689,0.6113,0.7147,0.5315
0.1421,0.1395,0.1625,0.9263,0.8427,0.1547,0.7381,0.1569,0.8955
0.7511,0.0457,0.6471,0.7255,0.2201,0.5405,0.4999,0.6453,0.5823
0.1827,0.6815,0.1239,0.6851,0.5679,0.3165,0.6259,0.4755,0.2235
0.2917,0.8169,0.7937,0.6453,0.3371,0.1635,0.5445,0.4261,0.7395
0.8857,0.8325,0.1109,0.8793,0.4147,0.0139,0.6171,0.0031,0.3277
0.0477,0.0661,0.0815,0.9859,0.9437,0.6765,0.6465,0.0147,0.4675
0.3771,0.1603,0.1033,0.0673,0.2115,0.2319,0.8599,0.7389,0.4431
0.6393,0.8869,0.6915,0.6563,0.4475,0.0833,0.7463,0.2487,0.2055
0.9275,0.9973,0.9295,0.3099,0.1707,0.5103,0.8643,0.1439,0.4525
0.1405,0.0341,0.3519,0.2197,0.0157,0.0337,0.0877,0.4387,0.7203
0.7637,0.4707,0.6637,0.2171,0.6307,0.7049,0.9757,0.4109,0.7877
0.0725,0.7123,0.3767,0.1033,0.1553,0.4091,0.2307,0.3465,0.1899
0.5609,0.6211,0.5061,0.2053,0.0587,0.7657,0.2439,0.7059,0.7195
0.1183,0.7503,0.8581,0.5539,0.8115,0.3201,0.7855,3e-04,0.1675
0.9785,0.8655,0.6221,0.9099,0.3711,0.1757,0.7225,0.4963,0.7857
0.4521,0.6161,0.6171,0.3269,0.9279,0.1253,0.5287,0.9867,0.7523
0.3425,0.7097,0.9527,0.3179,0.7335,0.4239,0.2631,0.5333,0.0585
0.7361,0.8077,0.6823,0.9801,0.1575,0.9999,0.8397,0.2519,0.9173
0.3271,0.9645,0.2483,0.7855,0.9881,0.2463,0.2093,0.1239,0.1755
0.7937,0.7509,0.4029,0.9461,0.5163,0.6021,0.2739,0.2709,0.3361
0.2387,0.7821,0.3081,0.1037,0.7289,0.7471,0.8341,0.1273,0.0111
0.5199,0.8533,0.6783,0.9785,0.5551,0.1471,0.9495,0.3919,0.1311
0.4497,0.6129,0.8675,0.5855,0.4373,0.7613,0.8265,0.1889,0.8089
0.5213,0.0435,0.0259,0.6943,0.7109,0.0789,0.6543,0.7127,0.6797
0.1871,0.5799,0.5247,0.2031,0.1035,0.5781,0.6291,0.4257,0.2783
0.4993,0.2389,0.8553,0.6177,0.8483,0.2537,0.6839,0.6563,0.3873
0.4473,0.8337,0.0609,0.1677,0.9461,0.5023,0.2503,0.4243,0.0413
0.1145,0.4107,0.6589,0.7843,0.7999,0.8879,0.3253,0.6739,0.9891
0.8611,0.9063,0.2433,0.9869,0.0263,0.2019,0.3655,0.9237,0.1853
0.3311,0.0849,0.6735,0.6263,0.7283,0.5773,0.2697,0.1857,0.5753
0.2603,0.7807,0.3915,0.4927,0.7753,0.6355,0.5797,0.8587,0.4957
0.4345,0.4399,0.6457,0.6817,0.7487,0.3453,0.9465,0.9071,0.4385
0.8743,0.5335,0.1311,0.3709,0.1399,0.0119,0.5443,0.2293,0.5217
0.7869,0.0947,0.2969,0.1391,0.9019,0.0531,0.3805,0.9995,0.7569
0.9981,0.9929,0.1513,0.4073,0.2863,0.3137,0.5551,0.2675,0.6335
0.0317,0.9637,0.5335,0.7799,0.3291,0.0217,0.5151,0.6597,0.6381
0.8559,0.0467,0.0453,0.6877,0.7295,0.2503,0.4677,0.8475,0.9233
0.5015,0.6325,0.7125,0.3847,0.0189,0.1995,0.6541,0.7407,0.3239
0.8165,0.5385,0.1117,0.6855,0.7703,0.9871,0.6119,0.6541,0.2619
0.8021,0.1011,0.9143,0.1241,0.3545,0.1979,0.2431,0.2137,0.4407
0.3287,0.9489,0.3961,0.1335,0.4671,0.7785,0.5649,0.7871,0.4769
0.4349,0.6381,0.7667,0.6385,0.0357,0.1907,0.8757,0.5163,0.6151
0.4213,0.0691,0.4255,0.8209,0.4093,0.5327,0.8247,0.9729,0.9609
0.2371,0.7341,0.7475,0.6201,0.7221,0.6197,0.8605,0.7643,0.8503
0.7875,0.7105,0.7387,0.9053,0.0017,0.4139,0.1491,0.7807,0.9427
0.6595,0.7607,0.5469,0.0109,0.5435,0.1291,0.1009,0.4827,0.3633
0.8409,0.7775,0.6769,0.2675,0.0743,0.8807,0.3305,0.1227,0.5317
0.6131,0.3511,0.8999,0.3379,0.0983,0.2307,0.3549,0.1615,0.9093
0.8351,0.5387,0.6009,0.0583,0.0401,0.9949,0.0599,0.0327,0.6989
0.1169,0.3085,0.4215,0.8219,0.0423,0.5409,0.3553,0.4103,0.5399
0.0369,0.4717,0.0637,0.2911,0.3905,0.1853,0.6075,0.4003,0.8199
0.0567,0.3977,0.5345,0.2305,0.4157,0.0099,0.8963,0.6693,0.9581
0.6249,0.1773,0.2453,0.6591,0.7073,0.9245,0.6873,0.3223,0.2751
0.7751,0.3693,0.5979,0.3535,0.6225,0.1487,0.4717,0.0503,0.1195
0.2933,0.9413,0.0503,0.1737,0.1411,0.9815,0.8809,0.4793,0.9373
0.0283,0.8153,0.9975,0.1111,0.3261,0.6745,0.1109,0.0799,0.9677
0.3257,0.6159,0.0781,0.5673,0.4275,0.9183,0.5181,0.8543,0.8659
0.4677,0.9439,0.1675,0.0383,0.6223,0.6825,0.9417,0.3021,0.6133
0.3943,0.2365,0.7433,0.9981,0.8737,0.8825,0.1593,0.3177,0.7651
0.4085,0.4689,0.5527,0.0043,0.0273,0.7537,0.8543,0.3921,0.5471
0.4863,0.8359,0.2885,0.5493,0.8199,0.0667,0.4751,0.4357,0.7903
0.2179,0.3117,0.0133,0.4747,0.5773,0.9563,0.6423,0.7245,0.1921
0.2545,0.5743,0.3633,0.5749,0.8093,0.8601,0.7355,0.0081,0.0861
0.8107,0.9325,0.0081,0.8515,0.2195,0.7095,0.1227,0.1935,0.9181
0.8023,0.8361,0.1949,0.6671,0.1799,0.0315,0.9339,0.0313,0.8099
0.9303,0.7485,0.4947,0.2507,0.1489,0.1195,0.0485,0.5159,0.4421
0.9245,0.4509,0.6953,0.4973,0.0361,0.9841,0.6267,0.6471,0.2291
0.9493,0.0475,0.2789,0.1867,0.8711,0.1545,0.5265,0.3153,0.6377
0.8865,0.3813,0.3321,0.3027,0.4743,0.4231,0.4455,0.0971,0.2019
0.8541,0.1269,0.8975,0.9723,0.4339,0.5797,0.3397,0.6321,0.8995
0.6725,0.6571,0.4235,0.9495,0.7897,0.9639,0.9973,0.4525,0.4253
0.8921,0.2845,0.6809,0.1531,0.2047,0.2281,0.3603,0.8495,0.1867
0.8531,0.4189,0.4999,0.9085,0.3641,0.3293,0.2271,0.2583,0.4845
0.2619,0.3393,0.0149,0.7283,0.0363,0.9051,0.9185,0.4487,0.8523
0.7731,0.5291,0.5301,0.8617,0.6161,0.6727,0.9099,0.1777,0.4357
0.3389,0.4173,0.0733,0.8157,0.4937,0.1205,0.5653,0.6669,0.7891
0.9969,0.3211,0.9251,0.9517,0.8949,0.8419,0.5267,0.1221,0.0641
0.8399,0.4489,0.1219,0.1233,0.2383,0.2617,0.5451,0.0951,0.1637
0.4889,0.6607,0.2745,0.9043,0.5629,0.8741,0.6775,0.5433,0.0873
0.4371,0.4389,0.4595,0.6147,0.6213,0.2031,0.3651,0.5675,0.3237
0.1507,0.1921,0.3597,0.9639,0.3693,0.3247,0.2931,0.7799,0.8037
0.8423,0.0197,0.9287,0.6257,0.5877,0.4759,0.6021,0.2825,0.6157
0.2463,0.8939,0.7443,0.2853,0.4441,0.6101,0.3613,0.1681,0.9117
0.7013,0.6765,0.9657,0.5557,0.1911,0.8205,0.3559,0.7741,0.2905
0.9119,0.9907,3e-04,0.0427,0.8207,0.0881,0.0525,0.3325,0.9743
0.7965,0.3291,0.7027,0.2137,0.7167,0.8087,0.2647,0.5629,0.6461
0.3485,0.2407,0.7887,0.1057,0.3701,0.4895,0.5999,0.9209,0.0415
0.8209,0.6421,0.9221,0.9389,0.7369,0.0965,0.6269,0.5049,0.7381
0.3049,0.3329,0.2143,0.8409,0.1091,0.5583,0.1787,0.5481,0.9077
0.0861,0.7245,0.3175,0.0743,0.6081,0.9739,0.8461,0.3937,0.1545
0.7431,0.2671,0.5883,0.8623,0.4603,0.3133,0.6631,0.9665,0.5517
0.4197,0.7023,0.9085,0.6249,0.4045,0.1895,0.3377,0.9171,0.4419
0.6007,0.4117,0.2855,0.7937,0.3141,0.5331,0.9689,0.9435,0.5903
0.1051,0.1691,0.9017,0.2303,0.6107,0.6015,0.7921,0.7973,0.8927
0.4057,0.6655,0.0321,0.5285,0.0283,0.9295,0.2745,0.1917,0.5215
0.3539,0.3413,0.9933,0.7141,0.6941,0.6707,0.7731,0.8375,0.9215
0.8405,0.5753,0.4743,0.9445,0.5643,0.1925,0.9193,0.1337,0.7471
0.0819,0.6195,0.1647,0.8665,0.9671,0.0811,0.5483,0.2505,0.9857
0.3473,0.5203,0.9183,0.8979,0.1591,0.5713,0.9059,0.8359,0.7051
0.2433,0.0599,0.1877,0.7817,0.8969,0.7881,0.3441,0.7513,0.1979
0.9439,0.7813,0.0799,0.4477,0.7025,0.4649,0.7689,0.9291,0.4281
0.3319,0.8709,0.1851,0.7805,0.1445,0.9703,0.4957,0.9945,0.5367
0.5511,0.2191,0.6479,0.4635,0.5671,0.6009,0.0809,0.6857,0.4151
0.1121,0.1099,0.8563,0.1533,0.6865,0.3155,0.3273,0.2069,0.6449
0.3787,0.4543,0.8889,0.5965,0.9597,0.6545,0.4427,0.5931,0.2463
0.1081,0.5825,0.2345,0.5253,0.5711,0.1905,0.7035,0.7545,0.4853
0.0667,0.1007,0.2971,0.5599,0.2001,0.7227,0.5509,0.4193,0.1735
0.6759,0.1967,0.1093,0.1537,0.7555,0.3473,0.5529,0.5147,0.3673
0.9717,0.3455,0.8841,0.2511,0.2617,0.3775,0.6935,0.0817,0.6585
0.5913,0.8573,0.2503,0.9555,0.3651,0.6181,0.7677,0.5243,0.6699
0.1261,0.1971,0.6863,0.4463,0.2519,0.9875,0.9365,0.3795,0.6477
0.0793,0.7255,0.7243,0.0413,0.9883,0.4049,0.2587,0.9257,0.8643
0.2653,0.1005,0.4859,0.1435,0.0021,0.3347,0.3259,0.0487,0.4705
0.8621,0.3229,0.4945,0.6785,0.1929,0.7161,0.7527,0.9723,0.5039
0.3289,0.6635,0.9375,0.2261,0.5425,0.6375,0.9873,0.8013,0.5521
0.0429,0.4813,0.6401,0.2413,0.9105,0.4217,0.4897,0.1709,0.8667
0.5927,0.5983,0.4237,0.5401,0.6363,0.5825,0.0139,0.0729,0.0205
0.3969,0.8167,0.6983,0.0045,0.3557,0.0639,0.5105,0.0185,0.9695
0.9815,0.8975,0.9683,0.3985,0.0293,0.6239,0.0289,0.5361,0.6551
0.0915,0.9365,0.9485,0.9103,0.2911,0.1269,0.8119,0.3731,0.6733
0.5393,0.7663,0.1745,0.2639,0.2795,0.1071,0.3737,0.4381,0.4189
0.7769,0.9939,0.0711,0.6349,0.7313,0.3255,0.1603,0.3475,0.3043
0.4413,0.8201,0.3573,0.4217,0.8499,0.3193,0.3923,0.7611,0.9791
0.7729,0.5259,0.1649,0.4493,0.6955,0.7423,0.7265,0.7949,0.5275
0.9465,0.5789,0.7943,0.8081,0.7447,0.4137,0.4233,0.4209,0.0629
0.7335,0.7211,0.2635,0.2531,0.2443,0.9711,0.1315,0.8365,0.8727
0.0625,0.9869,0.1227,0.3085,0.9705,0.0519,0.0099,0.8239,0.3763
0.6581,0.0417,0.3953,0.2989,0.1251,0.3763,0.2531,0.6371,0.5609
0.8825,0.5949,0.7171,0.6171,0.9515,0.5893,0.0123,0.5381,0.9497
0.9517,0.4013,0.7905,0.9727,0.4821,0.3711,0.8485,0.9959,0.4617
0.8225,0.6633,0.2097,0.0067,0.8397,0.2863,0.3203,0.0599,0.2909
0.0555,0.3321,0.5193,0.6503,0.8341,0.8405,0.0245,0.6351,0.2357
0.3149,0.4661,0.4379,0.8835,0.2799,0.4179,0.1639,0.5671,0.3065
0.6837,0.0167,0.5509,0.1969,0.2231,0.0937,0.5723,0.0693,0.6249
0.0643,0.6701,0.2229,0.8541,0.4695,0.2699,0.8133,0.3395,0.5899
0.3355,0.2465,0.9877,0.3829,0.9811,0.9195,0.5719,0.1861,0.8825
0.1845,0.9767,1e-04,0.0215,0.3433,0.9135,0.2957,0.5405,0.3295
0.2449,0.7875,0.2487,0.8467,0.5781,0.5189,0.9751,0.4027,0.7373
0.8041,0.6595,0.2589,0.9903,0.1365,0.1649,0.6317,0.5139,0.3283
0.4183,0.6555,0.4611,0.3001,0.8317,0.9059,0.2217,0.2863,0.2217
0.7985,0.7137,0.9513,0.2637,0.1427,0.3367,0.6565,0.7641,0.1645
0.9641,0.1587,0.2383,0.4931,0.7327,0.2553,0.2713,0.5551,0.1937
0.1379,0.5487,0.2649,0.9453,0.7359,0.2811,0.4161,0.0049,0.0609
0.3865,0.2551,0.7533,0.8975,0.5219,0.8845,0.3075,0.1179,0.1767
0.6149,0.4343,0.7225,0.1343,0.9817,0.0989,0.3145,0.3361,0.4169
0.8547,0.8161,0.6261,0.6699,0.6199,0.7039,0.3785,0.7681,0.7995
0.4127,0.3181,0.7471,0.7075,0.6313,0.1085,0.3079,0.2791,0.7879
0.7525,0.0053,0.2255,0.6287,0.6203,0.9169,0.6225,0.5299,0.7427
0.6641,0.1451,0.1291,0.4363,0.4065,0.8813,0.2397,0.1831,0.6155
0.8481,0.8833,0.9117,0.3367,0.7847,0.6959,0.2803,0.4699,0.6197
0.2667,0.2375,0.5143,0.3801,0.8263,0.7321,0.7403,0.0391,0.4381
0.5817,0.9567,0.2401,0.5521,0.0353,0.5475,0.7775,0.9937,0.5225
0.1925,0.1713,0.3985,0.9435,0.7035,0.5429,0.9081,0.7893,0.2323
0.5053,0.3385,0.4623,0.6219,0.8915,0.5849,0.3977,0.4205,0.6565
0.8343,0.8851,0.4321,0.6337,0.7815,0.9093,0.4471,0.6009,0.6177
0.8173,0.2885,0.9587,0.3717,0.8739,0.5471,0.7003,0.7759,0.5307
0.9115,0.4853,0.7123,0.3235,0.4451,0.5683,0.5377,0.2807,0.3163
0.5011,0.3949,0.6247,0.3397,0.3561,0.5375,0.0789,0.2327,0.8397
0.6229,0.9175,0.7415,0.1023,0.8575,0.2011,0.3917,0.5865,0.0647
0.4749,0.9261,0.0945,0.4739,0.7015,0.6999,0.2253,0.8589,0.3081
0.9673,0.3549,0.8163,0.5215,0.1937,0.8145,0.2917,0.6373,0.1271
0.0081,0.1621,0.5473,0.4433,0.0803,0.5929,0.8031,0.7327,0.0261
0.5079,0.3633,0.8735,0.2929,0.0479,0.4799,0.6603,0.1177,0.2193
0.9097,0.6111,0.2375,0.5837,0.3317,0.8009,0.6817,0.4183,0.5659
0.8065,0.2387,0.4689,0.2729,0.3535,0.8335,0.7789,0.5095,0.7805
0.6169,0.4345,0.0663,0.6197,0.8069,0.8265,0.2327,0.3701,0.5105
0.3541,0.5607,0.7817,0.1935,0.2713,0.0255,0.1059,0.1045,0.3703
0.3007,0.6469,0.9805,0.6963,0.8249,0.3539,0.8113,0.9159,0.1359
0.5059,0.5671,0.5483,0.9969,0.2871,0.3427,0.5573,0.2167,0.3883
0.4069,0.2485,0.7409,0.7329,0.7135,0.2941,0.2843,0.0891,0.1485
0.3615,0.2415,0.9899,0.7607,0.8583,0.2741,0.2557,0.7919,0.0823
0.1475,0.9821,0.1335,0.5747,0.9791,0.4713,0.7207,0.1613,0.6847
0.1893,0.4739,0.1409,0.2149,0.1235,0.0501,0.5675,0.1749,0.7399
